张艳,主任医师,神经内科诊室,哈尔滨医科大学附属第一医院,10.0,擅长：脑血管病、周围神经病变、帕金森病和老年性痴呆。,￥60,暂无排班
亢园园,主治医师,门诊高血压,上海交通大学医学院附属瑞金医院,10.0,擅长：高血压病因筛查，高血压优化治疗，继发性高血压的诊...,￥100,未开通
陈海敏,主治医师,心内科,广东省人民医院,9.9,擅长：心内科方面的常见疾病。,￥30,未开通
杨鹏飞,副主任医师,感染病科,哈尔滨医科大学附属第二医院,10.0,擅长：肝炎，肝硬化，肝癌，新型冠状病毒肺炎出血热，腹...,￥39,￥58
颜炳柱,主任医师,感染病科,哈尔滨医科大学附属第二医院,10.0,擅长：各种肝病；艾滋病的阻断与暴露；狂犬病的阻断与暴露...,￥40,￥100
石治宇,主治医师,心血管内科诊室,哈尔滨医科大学附属第一医院,10.0,擅长：心血管内科诊室类常见疾病,￥10,未开通
翟光耀,副主任医师,心内科,首都医科大学附属北京安贞医院,,擅长：复杂冠心病的微创介入手术(修复血管而无支架植入)...,￥300,暂无排班
朱记法,副主任医师,心血管内科(河医院区),郑州大学第一附属医院,,擅长：冠心病、心律失常、先心病等介入治疗，高血压、心力...,￥30,暂无排班
罗萍艳,主治医师,内分泌科,贵州医科大学附属医院,10.0,擅长：内分泌，糖尿病，肥胖，口腔溃疡，焦虑，减肥，甲亢...,￥20,￥39
王飞,副主任医师,心血管内科,东莞市滨海湾中心医院,10.0,擅长：高血压病（头痛、头晕、眼花）、心律失常（心房颤动...,￥50,暂无排班
王燕燕,副主任医师,感染科,南昌市第三医院,10.0,擅长：感染科常见疾病，多发病的诊治，丙肝，乙肝，脂肪...,￥15,￥50
沈雳,主任医师,心内科高级专家门诊,复旦大学附属中山医院,9.9,擅长：心绞痛诊疗，冠心病介入治疗、顽固性高血压的治疗...,￥688,未开通
何汝敏,主任医师,门诊心脏,上海交通大学医学院附属瑞金医院,9.8,擅长：心血管系统各种危重疾病与疑难病例，包括冠心病，心...,￥180,￥300
黄铁群,主任医师,呼吸病门诊,中日友好医院,10.0,擅长：呼吸系统常见病、疑难病和危重病的诊断治疗如肺炎支...,￥260,￥300
李航,主任医师,肾内科,北京协和医院,10.0,擅长：慢性肾炎，IgA肾病，膜性肾病，狼疮性肾炎，糖尿...,￥400,暂无排班
崔乐,主治医师,变态反应科,北京协和医院,10.0,擅长：过敏性鼻炎、咳嗽、哮喘、荨麻疹、湿疹、皮肤过敏、...,￥100,￥150
吴媛媛,副主任医师,过敏反应科,华中科技大学同济医学院附属同济医院,9.8,擅长：产前遗传咨询及产前诊断、复发性流产、高危妊娠的临...,￥80,暂无排班
方跃华,主任医师,门诊心脏,上海交通大学医学院附属瑞金医院,10.0,擅长：心衰心肌病、心脏瓣膜病、肿瘤治疗后心脏损伤的诊治,未开通,￥800
徐迎阳,住院医师,变态反应科,北京协和医院,10.0,擅长：过敏性鼻炎，哮喘，荨麻疹，湿疹，接触性皮炎。,未开通,暂无排班
张朝香,主任医师,心内科,首都医科大学附属北京安贞医院,10.0,擅长：冠心病、心律失常、心肌炎、心肌病、心力衰竭、高血...,￥100,￥200
石亮亮,副主任医师,消化内科,南京鼓楼医院,10.0,擅长：常见消化道疾病的诊断治疗，胃食管反流病，反流性食...,￥25,未开通
陈伟光,副主任医师,消化内科,北京协和医院,9.9,擅长：胃食管反流病、反流性食管炎、胃肠功能性疾病（如肠...,未开通,未开通
陈芳,主任医师,呼吸与危重症医学科,宁夏医科大学总医院,10.0,擅长：支气管哮喘、肺癌、COPD、肺栓塞、肺部感染等诊...,￥30,暂无排班
徐昶,副主任医师,心血管内科,华中科技大学同济医学院附属同济医院,10.0,擅长：冠心病、主动脉夹层及外周动脉血管疾病的诊断和介...,￥38,未开通
李红,主任医师,心内科,首都医科大学附属北京安贞医院,10.0,擅长：高血压、冠心病、心力衰竭长期治疗，心血管急危重症...,￥150,未开通
柳叶,主治医师,神经内科,复旦大学附属华山医院,10.0,擅长：脑血管病方向（脑梗死，脑出血，腔梗，脑小血管病）,￥70,未开通
罗庆志,主治医师,心血管内科,上海交通大学医学院附属瑞金医院,10.0,擅长：室上速，早搏，房扑房颤等快速型心律失常消融治疗，...,￥50,未开通
李敏,主任医师,心内科,首都医科大学附属北京安贞医院,10.0,擅长：心内科类常见疾病，冠心病，心律失常，房颤，房早，...,￥200,￥300
王明华,副主任医师,感染门诊,复旦大学附属华山医院,10.0,擅长：常见感染科相关疾病诊治，包括各类细菌、真菌性感染...,￥69,未开通
刘强,副主任医师,肾内科,中国医科大学附属第一医院,10.0,擅长：IgA肾病，膜性肾病，糖尿病肾病，痛风性肾病，高...,￥60,￥100
温华,副主任医师,呼吸内科,中国医科大学附属第一医院,10.0,擅长：急性上呼吸道感染、慢阻肺、支气管哮喘、支气管扩张...,￥60,未开通
张祥,副主任医师,神经内科,复旦大学附属华山医院,9.9,擅长：脱髓鞘疾病(视神经脊髓炎，多发性硬化，中枢神经系...,￥200,￥500
朱绍华,主治医师,消化内科,西京医院,10.0,擅长：本人专业消化内科，食管、胃及结直肠早期肿瘤的内镜...,￥30,￥60
徐晓刚,主任医师,感染门诊,复旦大学附属华山医院,9.9,擅长：肺炎、尿路感染、脑膜炎等常见感染性疾病的诊断及治...,￥198,未开通
任治秀,副主任医师,呼吸科,四川大学华西医院,9.8,擅长：呼吸系统常见疾病以及多发病，尤其是对慢性阻塞性肺...,￥90,暂无排班
刘子龙,主治医师,呼吸内科,复旦大学附属中山医院,9.9,擅长：呼吸系统疾病的诊治，特别是慢性气道疾病、呼吸危重...,￥200,暂无排班
杨虹波,副主任医师,心内科,复旦大学附属中山医院,10.0,擅长：冠心病介入治疗，心血管影像学及功能生理学评估,￥199,未开通
钱云,主任医师,老年医学科门诊,江苏省人民医院,10.0,擅长：神经内科、老年科常见病多发病诊治,￥100,￥300
陈浩,主治医师,过敏反应科,华中科技大学同济医学院附属同济医院,10.0,擅长：过敏性鼻炎、哮喘、过敏性结膜炎、荨麻疹/血管性水...,￥30,暂无排班
谢万灼,主任医师,血液病科,浙江大学医学院附属第一医院,10.0,擅长：血液病科常见疾病,￥50,暂无排班
胡秀芬,主任医师,儿童心血管风湿免疫科,华中科技大学同济医学院附属同济医院,9.8,擅长：儿科心血管疾病、风湿免疫性疾病、发热性疾病、呼吸...,￥80,￥100
朱彤莹,主任医师,肾内科,复旦大学附属华山医院,8.7,擅长：腹膜透析及其并发症的诊治；各种原发及继发性肾小球...,￥120,￥200
冯高科,副主任医师,心血管内科,武汉大学人民医院,9.9,擅长：疾病诊治擅长：高血压病、冠心病、心衰、心律失常、...,￥59,￥79
冯思玮,主治医师,呼吸科,华中科技大学同济医学院附属协和医院,10.0,擅长：肺炎，肺结节，肺结核，肺气肿，肺大泡，肺癌，支气...,￥120,未开通
刘召军,主治医师,呼吸与危重症医学科,上海交通大学医学院附属瑞金医院,10.0,擅长：重症医学科的相关疾病，如多脏器衰竭、急性重症胰腺...,￥200,暂无排班
刘春南,主治医师,心血管内科,哈尔滨医科大学附属第一医院,10.0,擅长：高血压原因的筛查，冠心病心衰疾病的治疗,￥40,￥50
余献平,副主任医师,肾脏病,浙江大学医学院附属第一医院,9.9,擅长：各种原发和继发慢性肾小球肾炎（IgA肾病、膜性肾...,￥39,￥60
杨松,副主任医师,内分泌二科,泰安市中心医院,10.0,擅长：糖尿病及其急、慢性并发症、下丘脑垂体疾病、甲状腺...,￥0,￥50
李爱新,主任医师,感染科,首都医科大学附属北京佑安医院,10.0,擅长：艾滋病抗病毒治疗、艾滋病机会性感染、HIV暴露后...,￥119,暂无排班
严志聪,主治医师,神经科,中山大学附属第一医院,10.0,擅长：头晕、各种头痛及脑血管疾病，失眠等多发病，常见病,￥80,未开通
马晓蕾,副主任医师,风湿免疫科,南京鼓楼医院,9.9,擅长：类风湿关节炎、强直性脊柱炎、系统性红斑狼疮、干燥...,￥50,未开通
陈波,副主任医师,心血管内科,郑州大学附属郑州中心医院,10.0,擅长：高血压、晕厥、冠心病心绞痛、心肌梗死、心律失常、...,￥39,￥99
刘玉建,主治医师,心血管内科,华中科技大学同济医学院附属同济医院,10.0,擅长：从事心脏病诊治工作。医学博士。自参加工作以来一直...,￥30,未开通
杨雅琪,主治医师,过敏反应科,华中科技大学同济医学院附属同济医院,10.0,擅长：呼吸道过敏性疾病（过敏性哮喘，过敏性鼻炎，过敏性...,￥30,未开通
沈子妍,主治医师,肾病科,复旦大学附属中山医院,10.0,擅长：痛风与高尿酸肾病,￥60,未开通
王成美,副主任医师,血液内科,枣庄市立医院,10.0,擅长：各种贫血、急慢性白血病及多发性骨髓瘤诊断与治疗、...,￥20,￥30
关熠,主治医师,肾内科,复旦大学附属华山医院,10.0,擅长：肾内科常见疾病,￥48,￥199
孙静媛,主任医师,肝病中心,北京地坛医院,10.0,擅长：各类传染病，肝病。,￥50,未开通
姚园,副主任医师,心血管内科,武汉大学人民医院,10.0,擅长：.心血管内科等相关疾病的治疗,￥49,未开通
邵菲菲,主治医师,内分泌糖尿病科,甘肃省人民医院,9.9,擅长：糖尿病、甲亢、甲减、甲状腺结节、库欣综合征、矮小...,￥21,暂无排班
张家利,主任医师,心内科,北京积水潭医院回龙观院区,,擅长：冠心病、心肌梗死、高血压病、心力衰竭、心律紊乱、...,￥150,未开通
陆浩,副主任医师,心内科,复旦大学附属中山医院,9.9,擅长：冠心病的介入治疗，尤其是复杂冠脉病变，如慢性闭塞...,￥200,暂无排班
李连喜,主任医师,内分泌代谢科,上海市第六人民医院,10.0,擅长：肥胖、糖尿病及其并发症、甲亢、甲减、甲状腺炎、甲...,￥279,未开通
贺德志,主任医师,消化内科(河医院区),郑州大学第一附属医院,10.0,擅长：食管癌、胃癌、结肠癌、肝癌等消化道肿瘤的诊疗，对...,￥59,￥100
黄东,副主任医师,心内科,复旦大学附属中山医院,9.8,擅长：冠心病的介入治疗、心血管疾病的诊断和治疗,￥100,未开通
刘婷,住院医师,呼吸内科,四川大学华西医院,9.9,擅长：呼吸科相关疾病,￥15,￥50
姜珊,主治医师,老年医学科,北京协和医院,,擅长：老年常见慢病的诊治，常见老年综合征的管理，如营养...,￥150,暂无排班
吴亚哲,主任医师,心内科,中国医学科学院阜外医院,9.9,擅长：心血管疾病，各种高血压、难治性高血压和继发性高血...,￥200,未开通
陈芬琴,副主任医师,内分泌科,中国医科大学附属第一医院,10.0,擅长：糖尿病内分泌治疗,￥49,暂无排班
周红梅,主任医师,冠心病/大血管,武汉亚洲心脏病医院,9.9,擅长：各类简单、复杂先天性心脏病的诊断、评估及治疗方案...,￥30,未开通
赖荣陶,副主任医师,门诊感染病,上海交通大学医学院附属瑞金医院,10.0,擅长：药物性肝损伤、各类病毒性肝炎、脂肪肝等,￥150,未开通
赵军,主任医师,内分泌科(普),华中科技大学同济医学院附属协和医院,9.9,擅长：泌尿系肿瘤、肾囊肿去顶、肾上腺肿瘤切除、肾上腺切...,￥30,暂无排班
王晶,主治医师,内科,山东省立第三医院,10.0,擅长：有丰富的临床经验，擅长内科常见病、多发病的诊疗。,￥100,￥100
洪墨纳,主治医师,门诊高血压,上海交通大学医学院附属瑞金医院,10.0,擅长：高血压病因筛查、诊断及治疗；高血压优化治疗。,￥58,未开通
庄严,主治医师,传染科,唐都医院,10.0,擅长：乙肝、丙肝、肝硬化及各种不明原因肝炎、黄疸等，以...,￥50,￥50
张文俐,主治医师,心血管内科,上海交通大学医学院附属瑞金医院,10.0,擅长：心血管常见病，冠心病、心梗、先天性心脏病、心力衰...,￥43,未开通
宋淑萍,主任医师,内分泌科,天津医院,10.0,擅长：糖尿病，甲状腺疾病，痛风，慢病管理常见内科疾病,￥40,￥60
吴世洪,副主任医师,内科,达州市达川区疾病预防控制中心附属医院,10.0,擅长：内科，儿科常见病多发病及疑难杂症的诊治，态度和善...,￥60,￥100
刘士莹,主任医师,干部保健科,天津医科大学总医院,,擅长：内分泌，尤其是老年糖尿病，呼吸，感染，心血管疾病...,￥100,暂无排班
刚毅,主治医师,传染科,唐都医院,10.0,擅长：病毒性肝炎、肝脏占位性病变/肿瘤、发热、艾滋病的...,￥15,暂无排班
朱铁楠,主任医师,血液内科,北京协和医院,10.0,擅长：血栓性疾病、出血性疾病、血液科危重症、血栓性疾病...,￥200,暂无排班
方霖,主治医师,消化内科,南方医科大学南方医院,10.0,擅长：消化系统疾病的诊治（近年来门诊诊治患者近5千人/...,￥39,￥100
潘洁敏,副主任医师,内分泌代谢科,上海市第六人民医院,9.9,"擅长：肥胖及代谢综合征的综合管理，糖尿病的个体化治疗,...",￥100,￥200
罗说明,副主任医师,内分泌科门诊,中南大学湘雅二医院,10.0,擅长：糖尿病、甲状腺疾病、代谢综合征、肥胖、痛风、继发...,￥80,暂无排班
沈迎,副主任医师,心血管内科,上海交通大学医学院附属瑞金医院,10.0,擅长：冠心病，高血脂，颈动脉斑块，心律失常（房颤、房扑...,￥218,未开通
刘艳,副主任医师,老年病内科,西京医院,10.0,擅长：从事老年病科临床工作10余年，擅长老年高血压，冠...,￥30,未开通
张波,副主任医师,血液科专家,华中科技大学同济医学院附属协和医院,10.0,擅长：血液系统恶性肿瘤如多发性骨髓瘤，白血病，淋巴瘤以...,￥50,未开通
张顺财,主任医师,消化科高级专家门诊,复旦大学附属中山医院,9.6,擅长：消化系统疾病疑难杂症，慢性肝病，胃肠疾病，胰腺疾...,￥380,￥700
陈轶坚,主任医师,抗生素研究所,复旦大学附属华山医院,9.9,擅长：新型冠状病毒肺炎、尿路感染、脑脓肿、“超级细菌”...,￥200,暂无排班
吴边,主治医师,肾内科,南京大学医学院附属金陵医院（东部战区总医院）,10.0,擅长：血液透析、连续性血液净化治疗，高血压、高尿酸血症...,￥119,￥139
陈允钦,副主任医师,心内科,复旦大学附属中山医院,9.9,擅长：通过调节血脂抗动脉斑块，稳定和逆转斑块，防治动脉...,￥130,未开通
孙海霞,副主任医师,心内科,首都医科大学附属北京安贞医院,10.0,擅长：心内科、动脉硬化高脂血症、高血压、冠心病的治疗。,￥60,暂无排班
凌雁,主任医师,内分泌科高级专家门诊,复旦大学附属中山医院,9.9,擅长：内分泌代谢疾病的诊治，尤其是糖尿病、甲状腺疾病、...,￥500,未开通
黄金波,副主任医师,血液内科,中国医学科学院血液病医院（血液学研究所）,9.9,擅长：再生障碍性贫血、骨髓增生异常综合症，纯红细胞再生...,￥100,￥300
吴春玲,副主任医师,风湿科,中国医科大学附属第一医院,10.0,擅长：系统性红斑狼疮，类风湿关节炎，强直性脊柱炎,￥50,暂无排班
吕富靖,主任医师,消化内科,首都医科大学附属北京友谊医院,10.0,擅长：消化系统疾病的内镜下微创诊疗。包括胃镜、结肠镜、...,￥150,￥300
张方,主任医师,呼吸科,甘肃省人民医院,10.0,擅长：肺部感染性疾病的诊治、气管镜技术及镜下治疗。,￥30,未开通
段英辉,副主任医师,神经内科,联勤保障部队第970医院,10.0,擅长：脑血管病、头晕、头痛、睡眠障碍、认知功能障碍、情...,￥25,￥66
周城林,主治中医师,神经内科,利川市民族中医院,10.0,擅长：中西医结合治疗神经系统疾病，如脑血管病（脑梗死、...,￥15,￥38
黄赛赛,主治医师,风湿免疫科,南京鼓楼医院,,擅长：风湿免疫科相关疾病,￥25,未开通
黄嵘,主任医师,神经内科,南京鼓楼医院,9.9,擅长：脑血管病、帕金森病、神经及肌肉病、神经遗传病的诊...,￥89,暂无排班
蒋玲,主任医师,内分泌科,山东大学齐鲁医院,10.0,擅长：糖尿病及并发症、骨质疏松症、甲状腺疾病、生长发育...,￥100,暂无排班
逄焕宁,副主任医师,消化内科,吉林市人民医院,10.0,擅长：胃食管反流病、根除幽门螺杆菌、胃肠息肉的治疗；早...,￥30,￥100
王晶,主治医师,风湿免疫科,中国人民解放军联勤保障部队第962医院,10.0,擅长：风湿免疫科类相关疾病、中医中药治疗消化、心脏、泌...,￥30,￥39
汪鹏,主治医师,内科,铜陵市立医院,10.0,擅长：急性化脓性扁桃腺炎、肥胖合并脂肪肝、支气管炎、过...,￥15,暂无排班
王晓琴,主任医师,呼吸内科,淮北市人民医院,10.0,擅长：高血压，高脂血症，高尿酸血症，冠心病，扩张性心肌...,￥60,暂无排班
关媛媛,主治医师,过敏反应诊室,哈尔滨医科大学附属第一医院,10.0,擅长：过敏性鼻炎，过敏性哮喘，荨麻疹，湿疹，接触性皮炎...,￥20,未开通
段力平,主任医师,风湿免疫科(内科新冠门诊),中南大学湘雅医院,9.3,擅长：风湿免疫科相关疾病,￥200,未开通
刘志敏,主任医师,心内科,中国医学科学院阜外医院,9.8,擅长：起搏器，ICD，CRT/CRTD植入及随访，心律...,￥300,￥500
卢放根,主任医师,消化内科门诊,中南大学湘雅二医院,10.0,擅长：消化系统疾病诊治，尤其是肝硬化失代偿期和炎性肠病...,￥200,暂无排班
许建忠,主任医师,门诊高血压,上海交通大学医学院附属瑞金医院,9.8,擅长：难治性高血压诊治，肾神经消融治疗高血压，继发性高...,￥100,￥300
黄晨,主任医师,肾病内科,西京医院,10.0,擅长：危重肾脏病的救治和血液净化治疗，尤其是老年肾脏疾...,￥100,未开通
高旭光,主任医师,神经内科,北京大学人民医院,9.9,擅长：成人神经内科疾病：脑血管病、癫痫、头痛等，神经内...,￥50,￥150
孙超,副主任医师,心血管科门诊-起搏器随访门诊,北京大学第三医院,10.0,擅长：1）心律不齐、心动过缓、心动过速、早搏、房颤等心...,￥200,￥300
陈波斌,主任医师,血液科,复旦大学附属华山医院,9.9,擅长：主要擅长于各种疑难淋巴瘤、骨髓瘤、白血病、贫血、...,￥200,未开通
赵桂鸣,主任医师,内科,天津市第二人民医院,9.9,擅长：长期从事急、慢性肝炎、肝硬化和肝癌等肝脏疾病的临...,￥50,暂无排班
张清芬,主任医师,心血管内科,河北省人民医院,10.0,擅长：高血压、冠心病、心衰心律失常心血管神经症,￥50,暂无排班
薛骏,主任医师,肾内科,复旦大学附属华山医院,9.7,擅长：疑难血管通路的建立、急性、慢性肾小球肾炎；间质性...,￥100,未开通
王一倩,主任医师,消化内科,复旦大学附属华东医院,10.0,擅长：消化内科疾病的诊治，如幽门螺杆菌感染的治疗，慢性...,￥70,暂无排班
杨丽,主任医师,内分泌科,湖南省人民医院,9.9,擅长：常见内分泌科相关疾病,￥20,￥50
张吉,主治医师,消化内科,上海交通大学医学院附属瑞金医院,9.9,擅长：消化内镜(包括胶囊内镜)、消化道常见疾病的诊断与...,￥25,暂无排班
宫克旭,主任医师,心血管内科,天津市静海区医院,10.0,擅长：冠心病（心绞痛、心肌梗死），高血压病，心律失常，...,￥20,￥100
王岚,副主任医师,消化内科,贵州医科大学附属医院,10.0,擅长：消化内科常见病，多发病及肝，胆，胰疾病的诊治，擅...,￥15,￥200
梅风君,主任医师,神经内科,河北医科大学第四医院,10.0,擅长：脑血管病的诊断及防治、各种头痛头晕诊治、脱髓鞘疾...,￥100,￥80
张晓猛,副主任医师,风湿免疫科,合肥市第一人民医院,10.0,擅长：类风湿性关节炎、强直性脊柱炎、静脉曲张、风湿性关...,￥45,￥45
费朝霞,主任医师,内分泌科,青岛市海慈医疗集团,9.9,擅长：内分泌糖尿病等代谢性疾病的临床诊治和各种内科急症...,￥60,￥100
祝金泉,主任医师,消化科门诊,南昌大学第一附属医院,10.0,擅长：胃及十二指肠溃疡、慢性胃炎、反流性食管炎、慢性结...,￥80,￥200
李小莹,副主任医师,老年病科,空军军医大学(第四军医大学)口腔医学院,10.0,擅长：高血压，糖尿病，脑血管病，眩晕疾病、各种头疼及颌...,￥30,暂无排班
李志荃,主任医师,感染性疾病科,寿光市人民医院,10.0,擅长：各类感染性疾病，包括病毒性肝炎，水痘，麻疹，手足...,￥30,￥50
金毅斌,副主任医师,消化内科,乌镇互联网医院门诊部,9.9,擅长：消化道（食管、胃、结肠）息肉、粘膜异型增生（不典...,￥49,暂无排班
张玉高,副主任医师,风湿免疫科,西南医科大学附属医院,10.0,擅长：类风湿关节炎、系统性红斑狼疮、狼疮性肾炎、强直性...,￥20,￥300
邓宝茹,主任医师,消化科,天津医科大学总医院,10.0,擅长：邓宝茹。主任医师。擅长胃肠及肝胆等疾病的诊断治疗...,￥60,未开通
姜水菊,主任医师,呼吸科,南通市第三人民医院,9.9,擅长：呼吸科常见病、疑难病的诊治。,￥100,暂无排班
吴国斌,副主任医师,呼吸内科,赣南医学院第一附属医院,10.0,擅长：各种呼吸系统疾病常见病、疑难病、危重病的诊治，如...,￥88,暂无排班
张小乐,副主任医师,心血管内科,肇庆市第一人民医院,10.0,擅长：冠心病、高血压、心力衰竭。心律失常、心肌病,￥22,暂无排班
刘泽英,主任医师,呼吸内科,首都医科大学附属北京安贞医院,10.0,擅长：哮喘，慢阻肺（慢支、肺气肿），肺间质病，肺栓塞等...,￥150,未开通
王少鹏,副主任医师,心内科,大连医科大学附属第一医院,9.9,擅长：心内科常见疾病,￥500,￥120
孟凡喜,主治医师,内科,威县妇幼保健院,10.0,擅长：全科医学，肺炎，呼吸道感染，肺心病，各种消化道疾...,￥20,暂无排班
李勇,主任医师,呼吸内科,齐齐哈尔市建华医院,10.0,擅长：心脑血管，呼吸，消化消化疾病,￥30,暂无排班
苏冬菊,主任医师,呼吸内科,哈尔滨医科大学附属第二医院,10.0,擅长：肺部感染性疾病、肺心病、肺癌、支气管哮喘、胸腔积...,￥50,未开通
王发辉,副主任医师,呼吸内科,海南医学院第二附属医院,,擅长：暂无介绍,￥20,未开通
姚瑶,主任医师,神经内科,黄山市人民医院,10.0,擅长：脑出血、脑血管疾病、周围神经病、癫痫等疾病诊治。,￥20,未开通
闫建军,主治医师,心血管内科,天津市胸科医院,,擅长：高血压冠心病心力衰竭,￥20,￥30
李春媚,副主任医师,肾脏内科,哈尔滨医科大学附属第二医院,10.0,擅长：各型肾炎，急慢性肾功不全，尿路感染。,￥50,未开通
姚要兵,主治医师,神经内科(河医院区),郑州大学第一附属医院,9.9,擅长：脑梗死，脑出血，脑炎，口眼歪斜，头晕头疼，失眠，...,￥30,暂无排班
田荣茂,主任医师,肝病专科,三明市中西医结合医院,10.0,擅长：新型冠状病毒感染的肺炎诊断、鉴别诊断。2004年...,￥30,￥100
李颖,副主任医师,普内科,中国人民解放军联勤保障部队第九六〇医院,10.0,擅长：糖尿病及其各种并发症、甲状腺疾病、肾上腺疾病、垂...,￥20,￥68
罗娟,副主任医师,内分泌科,湖南省人民医院,10.0,擅长：糖尿病、甲状腺疾病及其他内分泌疾病的诊断及治疗,￥40,未开通
杜勇,主治医师,消化内科,黄山市人民医院,10.0,擅长：暂无介绍,￥30,￥20
余炳取,副主任医师,消化内科,浙江中医药大学附属温州中西医结合医院,10.0,擅长：消化科各种疾病，特别是胃食管反流病，慢性便秘，肠...,￥50,暂无排班
孙敏,主任医师,内分泌科门诊,江苏省人民医院,10.0,擅长：熟练掌握糖尿病、甲状腺、垂体和肾上腺疾病等常见疾...,￥200,未开通
刘光军,主治医师,肾脏病中心门诊,浙江大学医学院附属第一医院,9.9,擅长：治疗肾移植，狼疮性肾炎，IgA肾病等风湿免疫疾病,￥30,未开通
